Frame No,Start,End,latitude,Longitude,Altitude,Speed,Distance
17477,"09:43,115","09:43,149",9.327809,80.139891,123.033,11.901680553602503,0.0
17478,"09:43,149","09:43,182",9.327802,80.139899,123.045,11.901680553602503,0.001239484097084443
17479,"09:43,182","09:43,216",9.327802,80.139899,123.045,11.901680553602503,0.0
17480,"09:43,216","09:43,249",9.327802,80.139899,123.045,11.901680553602503,0.0
17481,"09:43,249","09:43,282",9.327795,80.139908,123.035,11.901680553602503,0.001328448743433194
17482,"09:43,282","09:43,316",9.327795,80.139908,123.035,11.901680553602503,0.0
17483,"09:43,316","09:43,349",9.327795,80.139908,123.035,11.901680553602503,0.0
17484,"09:43,349","09:43,382",9.327789,80.139916,123.045,11.963277142990545,0.0011648632988941385
17485,"09:43,382","09:43,416",9.327789,80.139916,123.045,11.963277142990545,0.0
17486,"09:43,416","09:43,449",9.327789,80.139916,123.045,11.963277142990545,0.0
17487,"09:43,449","09:43,482",9.327782,80.139925,123.030,11.963277142990545,0.0013284487739704534
17488,"09:43,482","09:43,516",9.327782,80.139925,123.030,11.963277142990545,0.0
17489,"09:43,516","09:43,549",9.327782,80.139925,123.030,11.963277142990545,0.0
17490,"09:43,549","09:43,583",9.327775,80.139934,123.039,11.963277142990545,0.0013284487878657228
17491,"09:43,583","09:43,616",9.327775,80.139934,123.039,11.963277142990545,0.0
17492,"09:43,616","09:43,649",9.327775,80.139934,123.039,11.963277142990545,0.0
17493,"09:43,649","09:43,683",9.327769,80.139943,123.024,11.963277142990545,0.001259111528497472
17494,"09:43,683","09:43,716",9.327769,80.139943,123.024,11.963277142990545,0.0
17495,"09:43,716","09:43,749",9.327769,80.139943,123.024,11.963277142990545,0.0
17496,"09:43,749","09:43,783",9.327762,80.139951,123.031,11.901680553602503,0.0012394841766536794
17497,"09:43,783","09:43,816",9.327762,80.139951,123.031,11.901680553602503,0.0
17498,"09:43,816","09:43,849",9.327762,80.139951,123.031,11.901680553602503,0.0
17499,"09:43,849","09:43,883",9.327755,80.139960,123.020,11.901680553602503,0.0013284488372782097
17500,"09:43,883","09:43,916",9.327755,80.139960,123.020,11.901680553602503,0.0
17501,"09:43,916","09:43,950",9.327755,80.139960,123.020,11.901680553602503,0.0
17502,"09:43,950","09:43,983",9.327748,80.139968,123.028,11.901680553602503,0.0012394842045028332
17503,"09:43,983","09:44,016",9.327748,80.139968,123.028,11.901680553602503,0.0
17504,"09:44,016","09:44,050",9.327748,80.139968,123.028,11.901680553602503,0.0
17505,"09:44,050","09:44,083",9.327742,80.139977,123.016,11.901680553602503,0.0012591115939821734
17506,"09:44,083","09:44,116",9.327742,80.139977,123.016,11.901680553602503,0.0
17507,"09:44,116","09:44,150",9.327742,80.139977,123.016,11.901680553602503,0.0
17508,"09:44,150","09:44,183",9.327735,80.139985,123.026,11.901680553602503,0.0012394842303627253
17509,"09:44,183","09:44,217",9.327735,80.139985,123.026,11.901680553602503,0.0
17510,"09:44,217","09:44,250",9.327735,80.139985,123.026,11.901680553602503,0.0
17511,"09:44,250","09:44,283",9.327728,80.139994,123.013,11.963277142990545,0.001328448900817083
17512,"09:44,283","09:44,317",9.327728,80.139994,123.013,11.963277142990545,0.0
17513,"09:44,317","09:44,350",9.327728,80.139994,123.013,11.963277142990545,0.0
17514,"09:44,350","09:44,383",9.327722,80.140002,123.022,11.963277142990545,0.001164863440709989
17515,"09:44,383","09:44,417",9.327722,80.140002,123.022,11.963277142990545,0.0
17516,"09:44,417","09:44,450",9.327722,80.140002,123.022,11.963277142990545,0.0
17517,"09:44,450","09:44,483",9.327715,80.140011,123.010,11.963277142990545,0.0013284489313541272
17518,"09:44,483","09:44,517",9.327715,80.140011,123.010,11.963277142990545,0.0
17519,"09:44,517","09:44,550",9.327715,80.140011,123.010,11.963277142990545,0.0
17520,"09:44,550","09:44,584",9.327708,80.140020,123.022,11.963277142990545,0.0013284489466388555
17521,"09:44,584","09:44,617",9.327708,80.140020,123.022,11.963277142990545,0.0
17522,"09:44,617","09:44,650",9.327708,80.140020,123.022,11.963277142990545,0.0
17523,"09:44,650","09:44,684",9.327701,80.140029,123.008,11.963277142990545,0.0013284489629662012
17524,"09:44,684","09:44,717",9.327701,80.140029,123.008,11.963277142990545,0.0
17525,"09:44,717","09:44,750",9.327701,80.140029,123.008,11.963277142990545,0.0
17526,"09:44,750","09:44,784",9.327695,80.140037,123.021,11.963277142990545,0.0011648634990335455
17527,"09:44,784","09:44,817",9.327695,80.140037,123.021,11.963277142990545,0.0
17528,"09:44,817","09:44,850",9.327695,80.140037,123.021,11.963277142990545,0.0
17529,"09:44,850","09:44,884",9.327687,80.140046,123.010,11.963277142990545,0.0014042055870472241
17530,"09:44,884","09:44,917",9.327687,80.140046,123.010,11.963277142990545,0.0
17531,"09:44,917","09:44,951",9.327687,80.140046,123.010,11.963277142990545,0.0
17532,"09:44,951","09:44,984",9.327681,80.140055,123.026,11.963277142990545,0.0012591117463839837
17533,"09:44,984","09:45,017",9.327681,80.140055,123.026,11.963277142990545,0.0
17534,"09:45,017","09:45,051",9.327681,80.140055,123.026,11.963277142990545,0.0
17535,"09:45,051","09:45,084",9.327675,80.140063,123.016,11.963277142990545,0.0011648635403052013
17536,"09:45,084","09:45,117",9.327675,80.140063,123.016,11.963277142990545,0.0
17537,"09:45,117","09:45,151",9.327675,80.140063,123.016,11.963277142990545,0.0
17538,"09:45,151","09:45,184",9.327668,80.140071,123.033,11.884864324004713,0.0012394843646196
17539,"09:45,184","09:45,218",9.327668,80.140071,123.033,11.884864324004713,0.0
17540,"09:45,218","09:45,251",9.327668,80.140071,123.033,11.884864324004713,0.0
17541,"09:45,251","09:45,284",9.327661,80.140080,123.022,11.884864324004713,0.0013284490569259366
17542,"09:45,284","09:45,318",9.327661,80.140080,123.022,11.884864324004713,0.0
17543,"09:45,318","09:45,351",9.327661,80.140080,123.022,11.884864324004713,0.0
17544,"09:45,351","09:45,384",9.327654,80.140088,123.037,11.963277142990545,0.001239484392468479
17545,"09:45,384","09:45,418",9.327654,80.140088,123.037,11.963277142990545,0.0
17546,"09:45,418","09:45,451",9.327654,80.140088,123.037,11.963277142990545,0.0
17547,"09:45,451","09:45,484",9.327648,80.140097,123.027,11.963277142990545,0.001259111827156453
17548,"09:45,484","09:45,518",9.327648,80.140097,123.027,11.963277142990545,0.0
17549,"09:45,518","09:45,551",9.327648,80.140097,123.027,11.963277142990545,0.0
17550,"09:45,551","09:45,585",9.327641,80.140105,123.039,11.963277142990545,0.0012394844184520648
17551,"09:45,585","09:45,618",9.327641,80.140105,123.039,11.963277142990545,0.0
17552,"09:45,618","09:45,651",9.327641,80.140105,123.039,11.963277142990545,0.0
17553,"09:45,651","09:45,685",9.327634,80.140114,123.020,11.963277142990545,0.0013284491191902557
17554,"09:45,685","09:45,718",9.327634,80.140114,123.020,11.963277142990545,0.0
17555,"09:45,718","09:45,751",9.327634,80.140114,123.020,11.963277142990545,0.0
17556,"09:45,751","09:45,785",9.327628,80.140123,123.026,11.963277142990545,0.0012591118778406765
17557,"09:45,785","09:45,818",9.327628,80.140123,123.026,11.963277142990545,0.0
17558,"09:45,818","09:45,851",9.327628,80.140123,123.026,11.963277142990545,0.0
17559,"09:45,851","09:45,885",9.327621,80.140131,123.008,11.963277142990545,0.0012394844571325726
17560,"09:45,885","09:45,918",9.327621,80.140131,123.008,11.963277142990545,0.0
17561,"09:45,918","09:45,952",9.327621,80.140131,123.008,11.963277142990545,0.0
17562,"09:45,952","09:45,985",9.327614,80.140139,123.014,11.963277142990545,0.0012394844720364792
17563,"09:45,985","09:46,018",9.327614,80.140139,123.014,11.963277142990545,0.0
17564,"09:46,018","09:46,052",9.327614,80.140139,123.014,11.963277142990545,0.0
17565,"09:46,052","09:46,085",9.327607,80.140148,122.997,11.963277142990545,0.0013284491838866006
17566,"09:46,085","09:46,118",9.327607,80.140148,122.997,11.963277142990545,0.0
17567,"09:46,118","09:46,152",9.327607,80.140148,122.997,11.963277142990545,0.0
17568,"09:46,152","09:46,185",9.327601,80.140157,123.004,11.963277142990545,0.0012591119435335556
17569,"09:46,185","09:46,219",9.327601,80.140157,123.004,11.963277142990545,0.0
17570,"09:46,219","09:46,252",9.327601,80.140157,123.004,11.963277142990545,0.0
17571,"09:46,252","09:46,285",9.327594,80.140165,122.986,11.963277142990545,0.0012394845108408233
17572,"09:46,285","09:46,319",9.327594,80.140165,122.986,11.963277142990545,0.0
17573,"09:46,319","09:46,352",9.327594,80.140165,122.986,11.963277142990545,0.0
17574,"09:46,352","09:46,385",9.327587,80.140174,122.993,11.963277142990545,0.0013284492320243318
17575,"09:46,385","09:46,419",9.327587,80.140174,122.993,11.963277142990545,0.0
17576,"09:46,419","09:46,452",9.327587,80.140174,122.993,11.963277142990545,0.0
17577,"09:46,452","09:46,485",9.327580,80.140183,122.980,11.963277142990545,0.0013284492471931897
17578,"09:46,485","09:46,519",9.327580,80.140183,122.980,11.963277142990545,0.0
17579,"09:46,519","09:46,552",9.327580,80.140183,122.980,11.963277142990545,0.0
17580,"09:46,552","09:46,586",9.327573,80.140192,122.989,11.963277142990545,0.0013284492637516113
17581,"09:46,586","09:46,619",9.327573,80.140192,122.989,11.963277142990545,0.0
17582,"09:46,619","09:46,652",9.327573,80.140192,122.989,11.963277142990545,0.0
17583,"09:46,652","09:46,686",9.327566,80.140200,122.975,11.963277142990545,0.0012394845665381073
17584,"09:46,686","09:46,719",9.327566,80.140200,122.975,11.963277142990545,0.0
17585,"09:46,719","09:46,752",9.327566,80.140200,122.975,11.963277142990545,0.0
17586,"09:46,752","09:46,786",9.327560,80.140209,122.986,11.901680553602503,0.0012591120462622475
17587,"09:46,786","09:46,819",9.327560,80.140209,122.986,11.901680553602503,0.0
17588,"09:46,819","09:46,852",9.327560,80.140209,122.986,11.901680553602503,0.0
17589,"09:46,852","09:46,886",9.327553,80.140217,122.977,11.901680553602503,0.0012394845935009852
17590,"09:46,886","09:46,919",9.327553,80.140217,122.977,11.901680553602503,0.0
17591,"09:46,919","09:46,953",9.327553,80.140217,122.977,11.901680553602503,0.0
17592,"09:46,953","09:46,986",9.327546,80.140226,122.967,11.901680553602503,0.001328449327173622
17593,"09:46,986","09:47,019",9.327546,80.140226,122.967,11.901680553602503,0.0
17594,"09:47,019","09:47,053",9.327546,80.140226,122.967,11.901680553602503,0.0
17595,"09:47,053","09:47,086",9.327540,80.140234,122.955,11.901680553602503,0.00116486382699718
17596,"09:47,086","09:47,119",9.327540,80.140234,122.955,11.901680553602503,0.0
17597,"09:47,119","09:47,153",9.327540,80.140234,122.955,11.901680553602503,0.0
17598,"09:47,153","09:47,186",9.327533,80.140242,122.970,11.901680553602503,0.0012394846321811253
17599,"09:47,186","09:47,220",9.327533,80.140242,122.970,11.901680553602503,0.0
17600,"09:47,220","09:47,253",9.327533,80.140242,122.970,11.901680553602503,0.0
17601,"09:47,253","09:47,286",9.327527,80.140251,122.958,11.901680553602503,0.0012591121269290874
17602,"09:47,286","09:47,320",9.327527,80.140251,122.958,11.901680553602503,0.0
17603,"09:47,320","09:47,353",9.327527,80.140251,122.958,11.901680553602503,0.0
17604,"09:47,353","09:47,386",9.327520,80.140259,122.974,11.963277142990545,0.0012394846580404332
17605,"09:47,386","09:47,420",9.327520,80.140259,122.974,11.963277142990545,0.0
17606,"09:47,420","09:47,453",9.327520,80.140259,122.974,11.963277142990545,0.0
17607,"09:47,453","09:47,486",9.327513,80.140269,122.961,11.963277142990545,0.0014213059202303965
17608,"09:47,486","09:47,520",9.327513,80.140269,122.961,11.963277142990545,0.0
17609,"09:47,520","09:47,553",9.327513,80.140269,122.961,11.963277142990545,0.0
17610,"09:47,553","09:47,587",9.327506,80.140277,122.976,11.963277142990545,0.0012394846857649302
17611,"09:47,587","09:47,620",9.327506,80.140277,122.976,11.963277142990545,0.0
17612,"09:47,620","09:47,653",9.327506,80.140277,122.976,11.963277142990545,0.0
17613,"09:47,653","09:47,687",9.327499,80.140286,122.966,11.963277142990545,0.0013284494375744708
17614,"09:47,687","09:47,720",9.327499,80.140286,122.966,11.963277142990545,0.0
17615,"09:47,720","09:47,753",9.327499,80.140286,122.966,11.963277142990545,0.0
17616,"09:47,753","09:47,787",9.327492,80.140295,122.987,11.82285921425101,0.0013284494540171036
17617,"09:47,787","09:47,820",9.327492,80.140295,122.987,11.82285921425101,0.0
17618,"09:47,820","09:47,853",9.327492,80.140295,122.987,11.82285921425101,0.0
17619,"09:47,853","09:47,887",9.327486,80.140303,122.979,11.82285921425101,0.0011648639412936064
17620,"09:47,887","09:47,920",9.327486,80.140303,122.979,11.82285921425101,0.0
17621,"09:47,920","09:47,954",9.327486,80.140303,122.979,11.82285921425101,0.0
17622,"09:47,954","09:47,987",9.327479,80.140311,122.991,11.82285921425101,0.0012394847395964814
17623,"09:47,987","09:48,020",9.327479,80.140311,122.991,11.82285921425101,0.0
17624,"09:48,020","09:48,054",9.327479,80.140311,122.991,11.82285921425101,0.0
17625,"09:48,054","09:48,087",9.327473,80.140319,122.979,11.884864324004713,0.0011648639689223637
17626,"09:48,087","09:48,120",9.327473,80.140319,122.979,11.884864324004713,0.0
17627,"09:48,120","09:48,154",9.327473,80.140319,122.979,11.884864324004713,0.0
17628,"09:48,154","09:48,187",9.327466,80.140327,122.996,11.884864324004713,0.0012394847654556428
17629,"09:48,187","09:48,221",9.327466,80.140327,122.996,11.884864324004713,0.0
17630,"09:48,221","09:48,254",9.327466,80.140327,122.996,11.884864324004713,0.0
17631,"09:48,254","09:48,287",9.327460,80.140336,122.984,11.884864324004713,0.001259112294092638
17632,"09:48,287","09:48,321",9.327460,80.140336,122.984,11.884864324004713,0.0
17633,"09:48,321","09:48,354",9.327460,80.140336,122.984,11.884864324004713,0.0
17634,"09:48,354","09:48,387",9.327453,80.140345,123.000,11.963277142990545,0.0013284495444675574
17635,"09:48,387","09:48,421",9.327453,80.140345,123.000,11.963277142990545,0.0
17636,"09:48,421","09:48,454",9.327453,80.140345,123.000,11.963277142990545,0.0
17637,"09:48,454","09:48,487",9.327446,80.140354,122.990,11.963277142990545,0.0013284495632266695
17638,"09:48,487","09:48,521",9.327446,80.140354,122.990,11.963277142990545,0.0
17639,"09:48,521","09:48,554",9.327446,80.140354,122.990,11.963277142990545,0.0
17640,"09:48,554","09:48,588",9.327439,80.140363,123.008,11.963277142990545,0.001328449578395283
17641,"09:48,588","09:48,621",9.327439,80.140363,123.008,11.963277142990545,0.0
17642,"09:48,621","09:48,654",9.327439,80.140363,123.008,11.963277142990545,0.0
17643,"09:48,654","09:48,688",9.327432,80.140371,123.002,11.963277142990545,0.0012394848341906097
17644,"09:48,688","09:48,721",9.327432,80.140371,123.002,11.963277142990545,0.0
17645,"09:48,721","09:48,754",9.327432,80.140371,123.002,11.963277142990545,0.0
17646,"09:48,754","09:48,788",9.327425,80.140380,123.016,11.963277142990545,0.0013284496102376983
17647,"09:48,788","09:48,821",9.327425,80.140380,123.016,11.963277142990545,0.0
17648,"09:48,821","09:48,854",9.327425,80.140380,123.016,11.963277142990545,0.0
17649,"09:48,854","09:48,888",9.327419,80.140388,123.009,11.963277142990545,0.0011648640831049362
17650,"09:48,888","09:48,921",9.327419,80.140388,123.009,11.963277142990545,0.0
17651,"09:48,921","09:48,955",9.327419,80.140388,123.009,11.963277142990545,0.0
17652,"09:48,955","09:48,988",9.327412,80.140396,123.019,11.884864324004713,0.0012394848739737242
17653,"09:48,988","09:49,021",9.327412,80.140396,123.019,11.884864324004713,0.0
17654,"09:49,021","09:49,055",9.327412,80.140396,123.019,11.884864324004713,0.0
17655,"09:49,055","09:49,088",9.327406,80.140405,123.007,11.963277142990545,0.001259112426802485
17656,"09:49,088","09:49,121",9.327406,80.140405,123.007,11.963277142990545,0.0
17657,"09:49,121","09:49,155",9.327406,80.140405,123.007,11.963277142990545,0.0
17658,"09:49,155","09:49,188",9.327399,80.140413,123.018,11.963277142990545,0.0012394848987292233
17659,"09:49,188","09:49,222",9.327399,80.140413,123.018,11.963277142990545,0.0
17660,"09:49,222","09:49,255",9.327399,80.140413,123.018,11.963277142990545,0.0
17661,"09:49,255","09:49,288",9.327392,80.140422,123.003,11.963277142990545,0.0013284496900688174
17662,"09:49,288","09:49,322",9.327392,80.140422,123.003,11.963277142990545,0.0
17663,"09:49,322","09:49,355",9.327392,80.140422,123.003,11.963277142990545,0.0
17664,"09:49,355","09:49,388",9.327385,80.140431,123.010,11.963277142990545,0.0013284497063956171
17665,"09:49,388","09:49,422",9.327385,80.140431,123.010,11.963277142990545,0.0
17666,"09:49,422","09:49,455",9.327385,80.140431,123.010,11.963277142990545,0.0
17667,"09:49,455","09:49,488",9.327379,80.140439,122.998,11.963277142990545,0.001164864166706819
17668,"09:49,488","09:49,522",9.327379,80.140439,122.998,11.963277142990545,0.0
17669,"09:49,522","09:49,555",9.327379,80.140439,122.998,11.963277142990545,0.0
17670,"09:49,555","09:49,589",9.327372,80.140447,123.007,11.963277142990545,0.0012394849524362218
17671,"09:49,589","09:49,622",9.327372,80.140447,123.007,11.963277142990545,0.0
17672,"09:49,622","09:49,655",9.327372,80.140447,123.007,11.963277142990545,0.0
17673,"09:49,655","09:49,689",9.327365,80.140456,122.996,11.963277142990545,0.0013284497522156932
17674,"09:49,689","09:49,722",9.327365,80.140456,122.996,11.963277142990545,0.0
17675,"09:49,722","09:49,755",9.327365,80.140456,122.996,11.963277142990545,0.0
17676,"09:49,755","09:49,789",9.327359,80.140465,123.003,11.901680553602503,0.0012591125446078536
17677,"09:49,789","09:49,822",9.327359,80.140465,123.003,11.901680553602503,0.0
17678,"09:49,822","09:49,855",9.327359,80.140465,123.003,11.901680553602503,0.0
17679,"09:49,855","09:49,889",9.327352,80.140473,122.994,11.901680553602503,0.0012394849920951364
17680,"09:49,889","09:49,922",9.327352,80.140473,122.994,11.901680553602503,0.0
17681,"09:49,922","09:49,956",9.327352,80.140473,122.994,11.901680553602503,0.0
17682,"09:49,956","09:49,989",9.327345,80.140482,123.009,11.901680553602503,0.0013284498004678784
17683,"09:49,989","09:50,022",9.327345,80.140482,123.009,11.901680553602503,0.0
17684,"09:50,022","09:50,056",9.327345,80.140482,123.009,11.901680553602503,0.0
17685,"09:50,056","09:50,089",9.327338,80.140491,123.007,11.901680553602503,0.0013284498145936855
17686,"09:50,089","09:50,122",9.327338,80.140491,123.007,11.901680553602503,0.0
17687,"09:50,122","09:50,156",9.327338,80.140491,123.007,11.901680553602503,0.0
17688,"09:50,156","09:50,189",9.327331,80.140499,123.021,11.901680553602503,0.0012394850349705343
17689,"09:50,189","09:50,223",9.327331,80.140499,123.021,11.901680553602503,0.0
17690,"09:50,223","09:50,256",9.327331,80.140499,123.021,11.901680553602503,0.0
17691,"09:50,256","09:50,289",9.327325,80.140507,123.015,11.901680553602503,0.001164864281001309
17692,"09:50,289","09:50,323",9.327325,80.140507,123.015,11.901680553602503,0.0
17693,"09:50,323","09:50,356",9.327325,80.140507,123.015,11.901680553602503,0.0
17694,"09:50,356","09:50,389",9.327318,80.140516,123.028,11.901680553602503,0.0013284498638883688
17695,"09:50,389","09:50,423",9.327318,80.140516,123.028,11.901680553602503,0.0
17696,"09:50,423","09:50,456",9.327318,80.140516,123.028,11.901680553602503,0.0
17697,"09:50,456","09:50,489",9.327312,80.140524,123.020,11.901680553602503,0.0011648643085165522
17698,"09:50,489","09:50,523",9.327312,80.140524,123.020,11.901680553602503,0.0
17699,"09:50,523","09:50,556",9.327312,80.140524,123.020,11.901680553602503,0.0
17700,"09:50,556","09:50,590",9.327305,80.140533,123.031,11.901680553602503,0.0013284498943084478
17701,"09:50,590","09:50,623",9.327305,80.140533,123.031,11.901680553602503,0.0
17702,"09:50,623","09:50,656",9.327305,80.140533,123.031,11.901680553602503,0.0
17703,"09:50,656","09:50,690",9.327298,80.140541,123.021,11.901680553602503,0.0012394850995084514
17704,"09:50,690","09:50,723",9.327298,80.140541,123.021,11.901680553602503,0.0
17705,"09:50,723","09:50,756",9.327298,80.140541,123.021,11.901680553602503,0.0
17706,"09:50,756","09:50,790",9.327291,80.140550,123.038,11.901680553602503,0.001328449926150399
17707,"09:50,790","09:50,823",9.327291,80.140550,123.038,11.901680553602503,0.0
17708,"09:50,823","09:50,856",9.327291,80.140550,123.038,11.901680553602503,0.0
17709,"09:50,856","09:50,890",9.327285,80.140559,123.031,11.980818002123227,0.001259112726776645
17710,"09:50,890","09:50,923",9.327285,80.140559,123.031,11.980818002123227,0.0
17711,"09:50,923","09:50,957",9.327285,80.140559,123.031,11.980818002123227,0.0
17712,"09:50,957","09:50,990",9.327278,80.140568,123.045,11.980818002123227,0.0013284499577286715
17713,"09:50,990","09:51,023",9.327278,80.140568,123.045,11.980818002123227,0.0
17714,"09:51,023","09:51,057",9.327278,80.140568,123.045,11.980818002123227,0.0
17715,"09:51,057","09:51,090",9.327271,80.140576,123.038,12.042009799032718,0.0012394851533388295
17716,"09:51,090","09:51,123",9.327271,80.140576,123.038,12.042009799032718,0.0
17717,"09:51,123","09:51,157",9.327271,80.140576,123.038,12.042009799032718,0.0
17718,"09:51,157","09:51,190",9.327265,80.140585,123.050,12.042009799032718,0.001259112776132324
17719,"09:51,190","09:51,224",9.327265,80.140585,123.050,12.042009799032718,0.0
17720,"09:51,224","09:51,257",9.327265,80.140585,123.050,12.042009799032718,0.0
17721,"09:51,257","09:51,290",9.327258,80.140593,123.037,12.042009799032718,0.0012394851791974265
17722,"09:51,290","09:51,324",9.327258,80.140593,123.037,12.042009799032718,0.0
17723,"09:51,324","09:51,357",9.327258,80.140593,123.037,12.042009799032718,0.0
17724,"09:51,357","09:51,390",9.327251,80.140602,123.047,12.042009799032718,0.0013284500212643634
17725,"09:51,390","09:51,424",9.327251,80.140602,123.047,12.042009799032718,0.0
17726,"09:51,424","09:51,457",9.327251,80.140602,123.047,12.042009799032718,0.0
17727,"09:51,457","09:51,490",9.327244,80.140611,123.039,12.042009799032718,0.0013284500375909192
17728,"09:51,490","09:51,524",9.327244,80.140611,123.039,12.042009799032718,0.0
17729,"09:51,524","09:51,557",9.327244,80.140611,123.039,12.042009799032718,0.0
17730,"09:51,557","09:51,591",9.327238,80.140619,123.051,12.042009799032718,0.0011648644652541137
17731,"09:51,591","09:51,624",9.327238,80.140619,123.051,12.042009799032718,0.0
17732,"09:51,624","09:51,657",9.327238,80.140619,123.051,12.042009799032718,0.0
17733,"09:51,657","09:51,691",9.327231,80.140628,123.046,12.042009799032718,0.001328450067083777
17734,"09:51,691","09:51,724",9.327231,80.140628,123.046,12.042009799032718,0.0
17735,"09:51,724","09:51,757",9.327231,80.140628,123.046,12.042009799032718,0.0
17736,"09:51,757","09:51,791",9.327224,80.140637,123.059,12.042009799032718,0.0013284500834102979
17737,"09:51,791","09:51,824",9.327224,80.140637,123.059,12.042009799032718,0.0
17738,"09:51,824","09:51,857",9.327224,80.140637,123.059,12.042009799032718,0.0
17739,"09:51,857","09:51,891",9.327218,80.140646,123.055,12.042009799032718,0.001259112892713898
17740,"09:51,891","09:51,924",9.327218,80.140646,123.055,12.042009799032718,0.0
17741,"09:51,924","09:51,958",9.327218,80.140646,123.055,12.042009799032718,0.0
17742,"09:51,958","09:51,991",9.327211,80.140654,123.071,11.963277142990545,0.001239485273665437
17743,"09:51,991","09:52,024",9.327211,80.140654,123.071,11.963277142990545,0.0
17744,"09:52,024","09:52,058",9.327211,80.140654,123.071,11.963277142990545,0.0
17745,"09:52,058","09:52,091",9.327204,80.140663,123.071,11.963277142990545,0.0013284501305035068
17746,"09:52,091","09:52,124",9.327204,80.140663,123.071,11.963277142990545,0.0
17747,"09:52,124","09:52,158",9.327204,80.140663,123.071,11.963277142990545,0.0
17748,"09:52,158","09:52,191",9.327197,80.140671,123.083,11.963277142990545,0.0012394853005334471
17749,"09:52,191","09:52,225",9.327197,80.140671,123.083,11.963277142990545,0.0
17750,"09:52,225","09:52,258",9.327197,80.140671,123.083,11.963277142990545,0.0
17751,"09:52,258","09:52,291",9.327191,80.140680,123.075,11.963277142990545,0.0012591129608480146
17752,"09:52,291","09:52,325",9.327191,80.140680,123.075,11.963277142990545,0.0
17753,"09:52,325","09:52,358",9.327191,80.140680,123.075,11.963277142990545,0.0
17754,"09:52,358","09:52,391",9.327184,80.140688,123.087,11.963277142990545,0.001239485326267894
17755,"09:52,391","09:52,425",9.327184,80.140688,123.087,11.963277142990545,0.0
17756,"09:52,425","09:52,458",9.327184,80.140688,123.087,11.963277142990545,0.0
17757,"09:52,458","09:52,491",9.327177,80.140697,123.085,11.963277142990545,0.0013284501950813373
17758,"09:52,491","09:52,525",9.327177,80.140697,123.085,11.963277142990545,0.0
17759,"09:52,525","09:52,558",9.327177,80.140697,123.085,11.963277142990545,0.0
17760,"09:52,558","09:52,592",9.327170,80.140705,123.102,11.963277142990545,0.0012394853541153577
17761,"09:52,592","09:52,625",9.327170,80.140705,123.102,11.963277142990545,0.0
17762,"09:52,625","09:52,658",9.327170,80.140705,123.102,11.963277142990545,0.0
17763,"09:52,658","09:52,692",9.327163,80.140715,123.098,11.901680553602503,0.0014213068676787797
17764,"09:52,692","09:52,725",9.327163,80.140715,123.098,11.901680553602503,0.0
17765,"09:52,725","09:52,758",9.327163,80.140715,123.098,11.901680553602503,0.0
17766,"09:52,758","09:52,792",9.327156,80.140723,123.107,11.901680553602503,0.0012394853819627804
17767,"09:52,792","09:52,825",9.327156,80.140723,123.107,11.901680553602503,0.0
17768,"09:52,825","09:52,858",9.327156,80.140723,123.107,11.901680553602503,0.0
17769,"09:52,858","09:52,892",9.327151,80.140731,123.101,11.901680553602503,0.001097769320846731
17770,"09:52,892","09:52,925",9.327151,80.140731,123.101,11.901680553602503,0.0
17771,"09:52,925","09:52,959",9.327151,80.140731,123.101,11.901680553602503,0.0
17772,"09:52,959","09:52,992",9.327144,80.140740,123.110,11.82285921425101,0.0013284502702773145
17773,"09:52,992","09:53,025",9.327144,80.140740,123.110,11.82285921425101,0.0
17774,"09:53,025","09:53,059",9.327144,80.140740,123.110,11.82285921425101,0.0
17775,"09:53,059","09:53,092",9.327137,80.140748,123.103,11.82285921425101,0.0012394854219626094
17776,"09:53,092","09:53,125",9.327137,80.140748,123.103,11.82285921425101,0.0
17777,"09:53,125","09:53,159",9.327137,80.140748,123.103,11.82285921425101,0.0
17778,"09:53,159","09:53,192",9.327131,80.140757,123.104,11.82285921425101,0.0012591131072012362
17779,"09:53,192","09:53,226",9.327131,80.140757,123.104,11.82285921425101,0.0
17780,"09:53,226","09:53,259",9.327131,80.140757,123.104,11.82285921425101,0.0
17781,"09:53,259","09:53,292",9.327124,80.140765,123.094,11.82285921425101,0.0012394854467173608
17782,"09:53,292","09:53,326",9.327124,80.140765,123.094,11.82285921425101,0.0
17783,"09:53,326","09:53,359",9.327124,80.140765,123.094,11.82285921425101,0.0
17784,"09:53,359","09:53,392",9.327117,80.140774,123.100,11.901680553602503,0.001328450334854745
17785,"09:53,392","09:53,426",9.327117,80.140774,123.100,11.901680553602503,0.0
17786,"09:53,426","09:53,459",9.327117,80.140774,123.100,11.901680553602503,0.0
17787,"09:53,459","09:53,492",9.327111,80.140782,123.090,11.901680553602503,0.0011648647351139244
17788,"09:53,492","09:53,526",9.327111,80.140782,123.090,11.901680553602503,0.0
17789,"09:53,526","09:53,559",9.327111,80.140782,123.090,11.901680553602503,0.0
17790,"09:53,559","09:53,593",9.327104,80.140791,123.094,11.901680553602503,0.0013284503652741784
17791,"09:53,593","09:53,626",9.327104,80.140791,123.094,11.901680553602503,0.0
17792,"09:53,626","09:53,659",9.327104,80.140791,123.094,11.901680553602503,0.0
17793,"09:53,659","09:53,693",9.327097,80.140799,123.080,11.901680553602503,0.0012394855005467577
17794,"09:53,693","09:53,726",9.327097,80.140799,123.080,11.901680553602503,0.0
