Frame No,Time code,latitude,Longitude,Altitude,Speed,Distance
2112,"00:01:10,437 --> 00:01:10,470",9.360842,80.094952,123.203,11.94026800369238,0.0
2113,"00:01:10,470 --> 00:01:10,503",9.360835,80.094962,123.187,11.94026800369238,0.001421215440690784
2114,"00:01:10,503 --> 00:01:10,537",9.360835,80.094962,123.187,11.94026800369238,0.0
2115,"00:01:10,537 --> 00:01:10,570",9.360835,80.094962,123.187,11.94026800369238,0.0
2116,"00:01:10,570 --> 00:01:10,603",9.360828,80.094971,123.202,12.020815280171307,0.0013283710134417749
2117,"00:01:10,603 --> 00:01:10,637",9.360828,80.094971,123.202,12.020815280171307,0.0
2118,"00:01:10,637 --> 00:01:10,670",9.360828,80.094971,123.202,12.020815280171307,0.0
2119,"00:01:10,670 --> 00:01:10,703",9.360822,80.094980,123.184,12.020815280171307,0.001259029466824069
2120,"00:01:10,703 --> 00:01:10,737",9.360822,80.094980,123.184,12.020815280171307,0.0
2121,"00:01:10,737 --> 00:01:10,770",9.360822,80.094980,123.184,12.020815280171307,0.0
2122,"00:01:10,770 --> 00:01:10,804",9.360815,80.094988,123.200,12.020815280171307,0.0012394183137638677
2123,"00:01:10,804 --> 00:01:10,837",9.360815,80.094988,123.200,12.020815280171307,0.0
2124,"00:01:10,837 --> 00:01:10,870",9.360815,80.094988,123.200,12.020815280171307,0.0
2125,"00:01:10,870 --> 00:01:10,904",9.360809,80.094997,123.182,12.020815280171307,0.0012590294992596597
2126,"00:01:10,904 --> 00:01:10,937",9.360809,80.094997,123.182,12.020815280171307,0.0
2127,"00:01:10,937 --> 00:01:10,970",9.360809,80.094997,123.182,12.020815280171307,0.0
2128,"00:01:10,970 --> 00:01:11,004",9.360802,80.095006,123.195,11.94026800369238,0.0013283710735702598
2129,"00:01:11,004 --> 00:01:11,037",9.360802,80.095006,123.195,11.94026800369238,0.0
2130,"00:01:11,037 --> 00:01:11,071",9.360802,80.095006,123.195,11.94026800369238,0.0
2131,"00:01:11,071 --> 00:01:11,104",9.360796,80.095015,123.179,11.94026800369238,0.0012590295315906134
2132,"00:01:11,104 --> 00:01:11,137",9.360796,80.095015,123.179,11.94026800369238,0.0
2133,"00:01:11,137 --> 00:01:11,171",9.360796,80.095015,123.179,11.94026800369238,0.0
2134,"00:01:11,171 --> 00:01:11,204",9.360789,80.095024,123.196,11.94026800369238,0.001328371104097847
2135,"00:01:11,204 --> 00:01:11,237",9.360789,80.095024,123.196,11.94026800369238,0.0
2136,"00:01:11,237 --> 00:01:11,271",9.360789,80.095024,123.196,11.94026800369238,0.0
2137,"00:01:11,271 --> 00:01:11,304",9.360784,80.095032,123.177,11.94026800369238,0.001097693651205162
2138,"00:01:11,304 --> 00:01:11,337",9.360784,80.095032,123.177,11.94026800369238,0.0
2139,"00:01:11,337 --> 00:01:11,371",9.360784,80.095032,123.177,11.94026800369238,0.0
2140,"00:01:11,371 --> 00:01:11,404",9.360777,80.095040,123.190,11.94026800369238,0.0012394183883893517
2141,"00:01:11,404 --> 00:01:11,438",9.360777,80.095040,123.190,11.94026800369238,0.0
2142,"00:01:11,438 --> 00:01:11,471",9.360777,80.095040,123.190,11.94026800369238,0.0
2143,"00:01:11,471 --> 00:01:11,504",9.360770,80.095050,123.172,11.94026800369238,0.001421215618692398
2144,"00:01:11,504 --> 00:01:11,538",9.360770,80.095050,123.172,11.94026800369238,0.0
2145,"00:01:11,538 --> 00:01:11,571",9.360770,80.095050,123.172,11.94026800369238,0.0
2146,"00:01:11,571 --> 00:01:11,604",9.360764,80.095059,123.184,11.94026800369238,0.001259029612500814
2147,"00:01:11,604 --> 00:01:11,638",9.360764,80.095059,123.184,11.94026800369238,0.0
2148,"00:01:11,638 --> 00:01:11,671",9.360764,80.095059,123.184,11.94026800369238,0.0
2149,"00:01:11,671 --> 00:01:11,704",9.360757,80.095067,123.166,11.94026800369238,0.00123941842831174
2150,"00:01:11,704 --> 00:01:11,738",9.360757,80.095067,123.166,11.94026800369238,0.0
2151,"00:01:11,738 --> 00:01:11,771",9.360757,80.095067,123.166,11.94026800369238,0.0
2152,"00:01:11,771 --> 00:01:11,805",9.360751,80.095076,123.181,11.94026800369238,0.0012590296447270223
2153,"00:01:11,805 --> 00:01:11,838",9.360751,80.095076,123.181,11.94026800369238,0.0
2154,"00:01:11,838 --> 00:01:11,871",9.360751,80.095076,123.181,11.94026800369238,0.0
2155,"00:01:11,871 --> 00:01:11,905",9.360744,80.095085,123.164,11.94026800369238,0.0013283712090121614
2156,"00:01:11,905 --> 00:01:11,938",9.360744,80.095085,123.164,11.94026800369238,0.0
2157,"00:01:11,938 --> 00:01:11,971",9.360744,80.095085,123.164,11.94026800369238,0.0
2158,"00:01:11,971 --> 00:01:12,005",9.360738,80.095094,123.178,11.94026800369238,0.0012590296771623718
2159,"00:01:12,005 --> 00:01:12,038",9.360738,80.095094,123.178,11.94026800369238,0.0
2160,"00:01:12,038 --> 00:01:12,072",9.360738,80.095094,123.178,11.94026800369238,0.0
2161,"00:01:12,072 --> 00:01:12,105",9.360731,80.095102,123.168,11.94026800369238,0.0012394184803346758
2162,"00:01:12,105 --> 00:01:12,138",9.360731,80.095102,123.168,11.94026800369238,0.0
2163,"00:01:12,138 --> 00:01:12,172",9.360731,80.095102,123.168,11.94026800369238,0.0
2164,"00:01:12,172 --> 00:01:12,205",9.360725,80.095111,123.186,11.94026800369238,0.0012590297080619884
2165,"00:01:12,205 --> 00:01:12,238",9.360725,80.095111,123.186,11.94026800369238,0.0
2166,"00:01:12,238 --> 00:01:12,272",9.360725,80.095111,123.186,11.94026800369238,0.0
2167,"00:01:12,272 --> 00:01:12,306",9.360719,80.095119,123.171,11.94026800369238,0.0011647934765967576
2168,"00:01:12,306 --> 00:01:12,338",9.360719,80.095119,123.171,11.94026800369238,0.0
2169,"00:01:12,338 --> 00:01:12,372",9.360719,80.095119,123.171,11.94026800369238,0.0
2170,"00:01:12,372 --> 00:01:12,405",9.360713,80.095128,123.186,11.94026800369238,0.0012590297391275942
2171,"00:01:12,405 --> 00:01:12,439",9.360713,80.095128,123.186,11.94026800369238,0.0
2172,"00:01:12,439 --> 00:01:12,472",9.360713,80.095128,123.186,11.94026800369238,0.0
2173,"00:01:12,472 --> 00:01:12,505",9.360706,80.095138,123.167,11.94026800369238,0.0014212157927701093
2174,"00:01:12,505 --> 00:01:12,539",9.360706,80.095138,123.167,11.94026800369238,0.0
2175,"00:01:12,539 --> 00:01:12,572",9.360706,80.095138,123.167,11.94026800369238,0.0
2176,"00:01:12,572 --> 00:01:12,605",9.360699,80.095147,123.179,11.94026800369238,0.0013283713163578833
2177,"00:01:12,605 --> 00:01:12,639",9.360699,80.095147,123.179,11.94026800369238,0.0
2178,"00:01:12,639 --> 00:01:12,672",9.360699,80.095147,123.179,11.94026800369238,0.0
2179,"00:01:12,672 --> 00:01:12,705",9.360693,80.095155,123.162,11.94026800369238,0.0011647935328814973
2180,"00:01:12,705 --> 00:01:12,739",9.360693,80.095155,123.162,11.94026800369238,0.0
2181,"00:01:12,739 --> 00:01:12,772",9.360693,80.095155,123.162,11.94026800369238,0.0
2182,"00:01:12,772 --> 00:01:12,806",9.360686,80.095164,123.177,11.94026800369238,0.0013283713470007954
2183,"00:01:12,806 --> 00:01:12,839",9.360686,80.095164,123.177,11.94026800369238,0.0
2184,"00:01:12,839 --> 00:01:12,872",9.360686,80.095164,123.177,11.94026800369238,0.0
2185,"00:01:12,872 --> 00:01:12,906",9.360680,80.095173,123.162,11.94026800369238,0.0012590298199756527
2186,"00:01:12,906 --> 00:01:12,939",9.360680,80.095173,123.162,11.94026800369238,0.0
2187,"00:01:12,939 --> 00:01:12,972",9.360680,80.095173,123.162,11.94026800369238,0.0
2188,"00:01:12,972 --> 00:01:13,006",9.360673,80.095182,123.174,11.94026800369238,0.0013283713776436655
2189,"00:01:13,006 --> 00:01:13,039",9.360673,80.095182,123.174,11.94026800369238,0.0
2190,"00:01:13,039 --> 00:01:13,073",9.360673,80.095182,123.174,11.94026800369238,0.0
2191,"00:01:13,073 --> 00:01:13,106",9.360667,80.095190,123.160,11.94026800369238,0.0011647935882181802
2192,"00:01:13,106 --> 00:01:13,139",9.360667,80.095190,123.160,11.94026800369238,0.0
2193,"00:01:13,139 --> 00:01:13,173",9.360667,80.095190,123.160,11.94026800369238,0.0
2194,"00:01:13,173 --> 00:01:13,206",9.360661,80.095199,123.170,11.94026800369238,0.0012590298660060193
2195,"00:01:13,206 --> 00:01:13,239",9.360661,80.095199,123.170,11.94026800369238,0.0
2196,"00:01:13,239 --> 00:01:13,273",9.360661,80.095199,123.170,11.94026800369238,0.0
2197,"00:01:13,273 --> 00:01:13,306",9.360654,80.095208,123.151,11.94026800369238,0.0013283714235874503
2198,"00:01:13,306 --> 00:01:13,339",9.360654,80.095208,123.151,11.94026800369238,0.0
2199,"00:01:13,339 --> 00:01:13,373",9.360654,80.095208,123.151,11.94026800369238,0.0
2200,"00:01:13,373 --> 00:01:13,406",9.360648,80.095217,123.162,11.94026800369238,0.0012590299008848852
2201,"00:01:13,406 --> 00:01:13,440",9.360648,80.095217,123.162,11.94026800369238,0.0
2202,"00:01:13,440 --> 00:01:13,473",9.360648,80.095217,123.162,11.94026800369238,0.0
2203,"00:01:13,473 --> 00:01:13,506",9.360642,80.095225,123.145,11.94026800369238,0.0011647936400306098
2204,"00:01:13,506 --> 00:01:13,540",9.360642,80.095225,123.145,11.94026800369238,0.0
2205,"00:01:13,540 --> 00:01:13,573",9.360642,80.095225,123.145,11.94026800369238,0.0
2206,"00:01:13,573 --> 00:01:13,606",9.360635,80.095234,123.158,11.94026800369238,0.0013283714670992376
2207,"00:01:13,606 --> 00:01:13,640",9.360635,80.095234,123.158,11.94026800369238,0.0
2208,"00:01:13,640 --> 00:01:13,673",9.360635,80.095234,123.158,11.94026800369238,0.0
2209,"00:01:13,673 --> 00:01:13,706",9.360629,80.095243,123.143,11.881077392223316,0.0012590299470196858
2210,"00:01:13,706 --> 00:01:13,740",9.360629,80.095243,123.143,11.881077392223316,0.0
2211,"00:01:13,740 --> 00:01:13,773",9.360629,80.095243,123.143,11.881077392223316,0.0
2212,"00:01:13,773 --> 00:01:13,807",9.360622,80.095252,123.155,11.881077392223316,0.001328371499015726
2213,"00:01:13,807 --> 00:01:13,840",9.360622,80.095252,123.155,11.881077392223316,0.0
2214,"00:01:13,840 --> 00:01:13,873",9.360622,80.095252,123.155,11.881077392223316,0.0
2215,"00:01:13,873 --> 00:01:13,907",9.360616,80.095260,123.139,11.881077392223316,0.001164793695140888
2216,"00:01:13,907 --> 00:01:13,940",9.360616,80.095260,123.139,11.881077392223316,0.0
2217,"00:01:13,940 --> 00:01:13,973",9.360616,80.095260,123.139,11.881077392223316,0.0
2218,"00:01:13,973 --> 00:01:14,007",9.360610,80.095269,123.152,11.881077392223316,0.0012590299942717104
2219,"00:01:14,007 --> 00:01:14,040",9.360610,80.095269,123.152,11.881077392223316,0.0
2220,"00:01:14,040 --> 00:01:14,074",9.360610,80.095269,123.152,11.881077392223316,0.0
2221,"00:01:14,074 --> 00:01:14,107",9.360603,80.095278,123.137,11.881077392223316,0.0013283715425273632
2222,"00:01:14,107 --> 00:01:14,140",9.360603,80.095278,123.137,11.881077392223316,0.0
2223,"00:01:14,140 --> 00:01:14,174",9.360603,80.095278,123.137,11.881077392223316,0.0
2224,"00:01:14,174 --> 00:01:14,207",9.360597,80.095287,123.149,11.881077392223316,0.0012590300264973956
2225,"00:01:14,207 --> 00:01:14,240",9.360597,80.095287,123.149,11.881077392223316,0.0
2226,"00:01:14,240 --> 00:01:14,274",9.360597,80.095287,123.149,11.881077392223316,0.0
2227,"00:01:14,274 --> 00:01:14,307",9.360590,80.095295,123.129,11.94026800369238,0.0012394187617843786
2228,"00:01:14,307 --> 00:01:14,340",9.360590,80.095295,123.129,11.94026800369238,0.0
2229,"00:01:14,340 --> 00:01:14,374",9.360590,80.095295,123.129,11.94026800369238,0.0
2230,"00:01:14,374 --> 00:01:14,407",9.360584,80.095304,123.141,11.94026800369238,0.0012590300600495406
2231,"00:01:14,407 --> 00:01:14,441",9.360584,80.095304,123.141,11.94026800369238,0.0
2232,"00:01:14,441 --> 00:01:14,474",9.360584,80.095304,123.141,11.94026800369238,0.0
2233,"00:01:14,474 --> 00:01:14,507",9.360577,80.095313,123.124,11.94026800369238,0.001328371605086311
2234,"00:01:14,507 --> 00:01:14,541",9.360577,80.095313,123.124,11.94026800369238,0.0
2235,"00:01:14,541 --> 00:01:14,574",9.360577,80.095313,123.124,11.94026800369238,0.0
2236,"00:01:14,574 --> 00:01:14,607",9.360571,80.095322,123.138,11.94026800369238,0.0012590300898313155
2237,"00:01:14,607 --> 00:01:14,641",9.360571,80.095322,123.138,11.94026800369238,0.0
2238,"00:01:14,641 --> 00:01:14,674",9.360571,80.095322,123.138,11.94026800369238,0.0
2239,"00:01:14,674 --> 00:01:14,707",9.360565,80.095330,123.119,11.94026800369238,0.0011647938048632682
2240,"00:01:14,707 --> 00:01:14,741",9.360565,80.095330,123.119,11.94026800369238,0.0
2241,"00:01:14,741 --> 00:01:14,774",9.360565,80.095330,123.119,11.94026800369238,0.0
2242,"00:01:14,774 --> 00:01:14,808",9.360558,80.095339,123.131,11.94026800369238,0.0013283716487133919
2243,"00:01:14,808 --> 00:01:14,841",9.360558,80.095339,123.131,11.94026800369238,0.0
2244,"00:01:14,841 --> 00:01:14,874",9.360558,80.095339,123.131,11.94026800369238,0.0
2245,"00:01:14,874 --> 00:01:14,908",9.360552,80.095348,123.118,11.94026800369238,0.0012590301395268748
2246,"00:01:14,908 --> 00:01:14,941",9.360552,80.095348,123.118,11.94026800369238,0.0
2247,"00:01:14,941 --> 00:01:14,974",9.360552,80.095348,123.118,11.94026800369238,0.0
2248,"00:01:14,974 --> 00:01:15,008",9.360545,80.095357,123.129,11.94026800369238,0.0013283716793558512
2249,"00:01:15,008 --> 00:01:15,041",9.360545,80.095357,123.129,11.94026800369238,0.0
2250,"00:01:15,041 --> 00:01:15,075",9.360545,80.095357,123.129,11.94026800369238,0.0
2251,"00:01:15,075 --> 00:01:15,108",9.360539,80.095365,123.111,11.94026800369238,0.001164793858799084
2252,"00:01:15,108 --> 00:01:15,141",9.360539,80.095365,123.111,11.94026800369238,0.0
2253,"00:01:15,141 --> 00:01:15,175",9.360539,80.095365,123.111,11.94026800369238,0.0
2254,"00:01:15,175 --> 00:01:15,208",9.360533,80.095374,123.125,11.94026800369238,0.00125903018688311
2255,"00:01:15,208 --> 00:01:15,241",9.360533,80.095374,123.125,11.94026800369238,0.0
2256,"00:01:15,241 --> 00:01:15,275",9.360533,80.095374,123.125,11.94026800369238,0.0
2257,"00:01:15,275 --> 00:01:15,308",9.360526,80.095384,123.104,11.94026800369238,0.001421216281154661
2258,"00:01:15,308 --> 00:01:15,341",9.360526,80.095384,123.104,11.94026800369238,0.0
2259,"00:01:15,341 --> 00:01:15,375",9.360526,80.095384,123.104,11.94026800369238,0.0
2260,"00:01:15,375 --> 00:01:15,408",9.360519,80.095392,123.115,11.94026800369238,0.0012394189044850807
2261,"00:01:15,408 --> 00:01:15,442",9.360519,80.095392,123.115,11.94026800369238,0.0
2262,"00:01:15,442 --> 00:01:15,475",9.360519,80.095392,123.115,11.94026800369238,0.0
2263,"00:01:15,475 --> 00:01:15,508",9.360514,80.095400,123.098,11.94026800369238,0.0010976942584888733
2264,"00:01:15,508 --> 00:01:15,542",9.360514,80.095400,123.098,11.94026800369238,0.0
2265,"00:01:15,542 --> 00:01:15,575",9.360514,80.095400,123.098,11.94026800369238,0.0
2266,"00:01:15,575 --> 00:01:15,608",9.360507,80.095409,123.108,11.94026800369238,0.0013283717699683491
2267,"00:01:15,608 --> 00:01:15,642",9.360507,80.095409,123.108,11.94026800369238,0.0
2268,"00:01:15,642 --> 00:01:15,675",9.360507,80.095409,123.108,11.94026800369238,0.0
2269,"00:01:15,675 --> 00:01:15,708",9.360501,80.095418,123.095,11.94026800369238,0.0012590302641253808
2270,"00:01:15,708 --> 00:01:15,742",9.360501,80.095418,123.095,11.94026800369238,0.0
2271,"00:01:15,742 --> 00:01:15,775",9.360501,80.095418,123.095,11.94026800369238,0.0
2272,"00:01:15,775 --> 00:01:15,809",9.360494,80.095427,123.104,11.94026800369238,0.0013283718007263
2273,"00:01:15,809 --> 00:01:15,842",9.360494,80.095427,123.104,11.94026800369238,0.0
2274,"00:01:15,842 --> 00:01:15,875",9.360494,80.095427,123.104,11.94026800369238,0.0
2275,"00:01:15,875 --> 00:01:15,909",9.360488,80.095435,123.084,11.94026800369238,0.001164793967007409
2276,"00:01:15,909 --> 00:01:15,942",9.360488,80.095435,123.084,11.94026800369238,0.0
2277,"00:01:15,942 --> 00:01:15,975",9.360488,80.095435,123.084,11.94026800369238,0.0
2278,"00:01:15,975 --> 00:01:16,009",9.360482,80.095444,123.093,11.94026800369238,0.0012590303138205932
2279,"00:01:16,009 --> 00:01:16,042",9.360482,80.095444,123.093,11.94026800369238,0.0
2280,"00:01:16,042 --> 00:01:16,076",9.360475,80.095453,123.078,11.94026800369238,0.001328371844237336
2281,"00:01:16,076 --> 00:01:16,109",9.360475,80.095453,123.078,11.94026800369238,0.0
2282,"00:01:16,109 --> 00:01:16,142",9.360475,80.095453,123.078,11.94026800369238,0.0
2283,"00:01:16,142 --> 00:01:16,176",9.360475,80.095453,123.078,11.94026800369238,0.0
2284,"00:01:16,176 --> 00:01:16,209",9.360469,80.095461,123.088,11.94026800369238,0.0011647940074753398
2285,"00:01:16,209 --> 00:01:16,242",9.360469,80.095461,123.088,11.94026800369238,0.0
2286,"00:01:16,242 --> 00:01:16,276",9.360463,80.095470,123.075,11.94026800369238,0.0012590303609672957
2287,"00:01:16,276 --> 00:01:16,309",9.360463,80.095470,123.075,11.94026800369238,0.0
2288,"00:01:16,309 --> 00:01:16,342",9.360463,80.095470,123.075,11.94026800369238,0.0
2289,"00:01:16,342 --> 00:01:16,376",9.360456,80.095478,123.086,11.94026800369238,0.0012394190292575535
2290,"00:01:16,376 --> 00:01:16,409",9.360456,80.095478,123.086,11.94026800369238,0.0
2291,"00:01:16,409 --> 00:01:16,443",9.360456,80.095478,123.086,11.94026800369238,0.0
2292,"00:01:16,443 --> 00:01:16,476",9.360449,80.095488,123.070,11.94026800369238,0.0014212164917891468
2293,"00:01:16,476 --> 00:01:16,509",9.360449,80.095488,123.070,11.94026800369238,0.0
2294,"00:01:16,509 --> 00:01:16,543",9.360449,80.095488,123.070,11.94026800369238,0.0
2295,"00:01:16,543 --> 00:01:16,576",9.360443,80.095496,123.078,11.94026800369238,0.0011647940625846166
2296,"00:01:16,576 --> 00:01:16,609",9.360443,80.095496,123.078,11.94026800369238,0.0
2297,"00:01:16,609 --> 00:01:16,643",9.360443,80.095496,123.078,11.94026800369238,0.0
2298,"00:01:16,643 --> 00:01:16,676",9.360443,80.095496,123.078,11.94026800369238,0.0
2299,"00:01:16,676 --> 00:01:16,709",9.360437,80.095505,123.062,11.94026800369238,0.001259030425731403
2300,"00:01:16,709 --> 00:01:16,743",9.360437,80.095505,123.062,11.94026800369238,0.0
2301,"00:01:16,743 --> 00:01:16,776",9.360430,80.095514,123.070,11.94026800369238,0.0013283719503062869
2302,"00:01:16,776 --> 00:01:16,810",9.360430,80.095514,123.070,11.94026800369238,0.0
2303,"00:01:16,810 --> 00:01:16,843",9.360430,80.095514,123.070,11.94026800369238,0.0
2304,"00:01:16,843 --> 00:01:16,876",9.360430,80.095514,123.070,11.94026800369238,0.0
2305,"00:01:16,876 --> 00:01:16,910",9.360424,80.095523,123.057,11.94026800369238,0.0012590304567345896
2306,"00:01:16,910 --> 00:01:16,943",9.360424,80.095523,123.057,11.94026800369238,0.0
2307,"00:01:16,943 --> 00:01:16,976",9.360417,80.095531,123.065,11.94026800369238,0.0012394191071035193
2308,"00:01:16,976 --> 00:01:17,010",9.360417,80.095531,123.065,11.94026800369238,0.0
2309,"00:01:17,010 --> 00:01:17,043",9.360417,80.095531,123.065,11.94026800369238,0.0
2310,"00:01:17,043 --> 00:01:17,077",9.360411,80.095540,123.049,11.94026800369238,0.0012590304902861484
2311,"00:01:17,077 --> 00:01:17,110",9.360411,80.095540,123.049,11.94026800369238,0.0
2312,"00:01:17,110 --> 00:01:17,143",9.360411,80.095540,123.049,11.94026800369238,0.0
2313,"00:01:17,143 --> 00:01:17,177",9.360411,80.095540,123.049,11.94026800369238,0.0
2314,"00:01:17,177 --> 00:01:17,210",9.360404,80.095549,123.061,11.94026800369238,0.0013283720127484691
2315,"00:01:17,210 --> 00:01:17,243",9.360404,80.095549,123.061,11.94026800369238,0.0
2316,"00:01:17,243 --> 00:01:17,277",9.360398,80.095559,123.047,11.94026800369238,0.0013566290292035775
2317,"00:01:17,277 --> 00:01:17,310",9.360398,80.095559,123.047,11.94026800369238,0.0
2318,"00:01:17,310 --> 00:01:17,343",9.360398,80.095559,123.047,11.94026800369238,0.0
2319,"00:01:17,343 --> 00:01:17,377",9.360391,80.095567,123.060,11.94026800369238,0.0012394191601039835
2320,"00:01:17,377 --> 00:01:17,410",9.360391,80.095567,123.060,11.94026800369238,0.0
2321,"00:01:17,410 --> 00:01:17,444",9.360391,80.095567,123.060,11.94026800369238,0.0
2322,"00:01:17,444 --> 00:01:17,477",9.360385,80.095575,123.049,11.94026800369238,0.0011647941858854063
2323,"00:01:17,477 --> 00:01:17,510",9.360385,80.095575,123.049,11.94026800369238,0.0
2324,"00:01:17,510 --> 00:01:17,544",9.360385,80.095575,123.049,11.94026800369238,0.0
2325,"00:01:17,544 --> 00:01:17,577",9.360379,80.095584,123.061,11.94026800369238,0.0012590305686447179
2326,"00:01:17,577 --> 00:01:17,610",9.360379,80.095584,123.061,11.94026800369238,0.0
2327,"00:01:17,610 --> 00:01:17,644",9.360379,80.095584,123.061,11.94026800369238,0.0
2328,"00:01:17,644 --> 00:01:17,677",9.360373,80.095593,123.050,11.94026800369238,0.0012590305836706211
2329,"00:01:17,677 --> 00:01:17,710",9.360373,80.095593,123.050,11.94026800369238,0.0
2330,"00:01:17,710 --> 00:01:17,744",9.360373,80.095593,123.050,11.94026800369238,0.0
2331,"00:01:17,744 --> 00:01:17,777",9.360366,80.095602,123.061,11.94026800369238,0.0013283721022015172
2332,"00:01:17,777 --> 00:01:17,810",9.360366,80.095602,123.061,11.94026800369238,0.0
2333,"00:01:17,810 --> 00:01:17,844",9.360366,80.095602,123.061,11.94026800369238,0.0
2334,"00:01:17,844 --> 00:01:17,877",9.360360,80.095610,123.046,11.94026800369238,0.001164794239096392
2335,"00:01:17,877 --> 00:01:17,911",9.360360,80.095610,123.046,11.94026800369238,0.0
2336,"00:01:17,911 --> 00:01:17,944",9.360360,80.095610,123.046,11.94026800369238,0.0
2337,"00:01:17,944 --> 00:01:17,977",9.360360,80.095610,123.046,11.94026800369238,0.0
2338,"00:01:17,977 --> 00:01:18,011",9.360353,80.095619,123.059,11.94026800369238,0.0013283721319165425
2339,"00:01:18,011 --> 00:01:18,044",9.360353,80.095619,123.059,11.94026800369238,0.0
2340,"00:01:18,044 --> 00:01:18,077",9.360347,80.095628,123.044,11.94026800369238,0.0012590306493422514
2341,"00:01:18,077 --> 00:01:18,111",9.360347,80.095628,123.044,11.94026800369238,0.0
2342,"00:01:18,111 --> 00:01:18,144",9.360347,80.095628,123.044,11.94026800369238,0.0
2343,"00:01:18,144 --> 00:01:18,177",9.360340,80.095637,123.058,11.94026800369238,0.0013283721614002156
2344,"00:01:18,177 --> 00:01:18,211",9.360340,80.095637,123.058,11.94026800369238,0.0
2345,"00:01:18,211 --> 00:01:18,244",9.360340,80.095637,123.058,11.94026800369238,0.0
2346,"00:01:18,244 --> 00:01:18,278",9.360334,80.095645,123.043,11.94026800369238,0.0011647942965530727
2347,"00:01:18,278 --> 00:01:18,311",9.360334,80.095645,123.043,11.94026800369238,0.0
2348,"00:01:18,311 --> 00:01:18,344",9.360334,80.095645,123.043,11.94026800369238,0.0
2349,"00:01:18,344 --> 00:01:18,378",9.360328,80.095653,123.053,11.94026800369238,0.0011647943069484858
2350,"00:01:18,378 --> 00:01:18,411",9.360328,80.095653,123.053,11.94026800369238,0.0
2351,"00:01:18,411 --> 00:01:18,444",9.360328,80.095653,123.053,11.94026800369238,0.0
2352,"00:01:18,444 --> 00:01:18,478",9.360322,80.095662,123.041,11.94026800369238,0.001259030710396788
2353,"00:01:18,478 --> 00:01:18,511",9.360322,80.095662,123.041,11.94026800369238,0.0
2354,"00:01:18,511 --> 00:01:18,545",9.360322,80.095662,123.041,11.94026800369238,0.0
2355,"00:01:18,545 --> 00:01:18,578",9.360315,80.095671,123.051,11.94026800369238,0.0013283722214847667
2356,"00:01:18,578 --> 00:01:18,611",9.360315,80.095671,123.051,12.020815280171307,0.0
2357,"00:01:18,611 --> 00:01:18,645",9.360315,80.095671,123.051,12.020815280171307,0.0
2358,"00:01:18,645 --> 00:01:18,678",9.360309,80.095680,123.036,12.020815280171307,0.001259030742726089
2359,"00:01:18,678 --> 00:01:18,711",9.360309,80.095680,123.036,12.020815280171307,0.0
2360,"00:01:18,711 --> 00:01:18,745",9.360309,80.095680,123.036,12.020815280171307,0.0
2361,"00:01:18,745 --> 00:01:18,778",9.360302,80.095689,123.052,12.020815280171307,0.0013283722520107907
2362,"00:01:18,778 --> 00:01:18,812",9.360302,80.095689,123.052,12.020815280171307,0.0
2363,"00:01:18,812 --> 00:01:18,845",9.360302,80.095689,123.052,12.020815280171307,0.0
2364,"00:01:18,845 --> 00:01:18,878",9.360295,80.095698,123.041,12.020815280171307,0.0013283722697839222
2365,"00:01:18,878 --> 00:01:18,912",9.360295,80.095698,123.041,12.08014900570353,0.0
2366,"00:01:18,912 --> 00:01:18,945",9.360295,80.095698,123.041,12.08014900570353,0.0
2367,"00:01:18,945 --> 00:01:18,978",9.360289,80.095707,123.052,12.08014900570353,0.0012590307924633885
2368,"00:01:18,978 --> 00:01:19,012",9.360289,80.095707,123.052,12.020815280171307,0.0
2369,"00:01:19,012 --> 00:01:19,045",9.360289,80.095707,123.052,12.020815280171307,0.0
2370,"00:01:19,045 --> 00:01:19,079",9.360283,80.095715,123.040,12.020815280171307,0.0011647944025240898
2371,"00:01:19,079 --> 00:01:19,112",9.360283,80.095715,123.040,12.020815280171307,0.0
2372,"00:01:19,112 --> 00:01:19,145",9.360283,80.095715,123.040,12.020815280171307,0.0
2373,"00:01:19,145 --> 00:01:19,179",9.360276,80.095724,123.051,12.020815280171307,0.0013283723145678069
2374,"00:01:19,179 --> 00:01:19,212",9.360276,80.095724,123.051,12.020815280171307,0.0
2375,"00:01:19,212 --> 00:01:19,245",9.360276,80.095724,123.051,12.020815280171307,0.0
2376,"00:01:19,245 --> 00:01:19,279",9.360270,80.095733,123.035,12.020815280171307,0.0012590308397137262
2377,"00:01:19,279 --> 00:01:19,312",9.360270,80.095733,123.035,12.020815280171307,0.0
2378,"00:01:19,312 --> 00:01:19,345",9.360270,80.095733,123.035,12.020815280171307,0.0
2379,"00:01:19,345 --> 00:01:19,379",9.360263,80.095742,123.042,12.020815280171307,0.0013283723440512326
2380,"00:01:19,379 --> 00:01:19,412",9.360263,80.095742,123.042,12.020815280171307,0.0
2381,"00:01:19,412 --> 00:01:19,446",9.360263,80.095742,123.042,12.020815280171307,0.0
2382,"00:01:19,446 --> 00:01:19,479",9.360257,80.095751,123.028,12.020815280171307,0.0012590308731601704
2383,"00:01:19,479 --> 00:01:19,512",9.360257,80.095751,123.028,11.94026800369238,0.0
2384,"00:01:19,512 --> 00:01:19,546",9.360257,80.095751,123.028,11.94026800369238,0.0
2385,"00:01:19,546 --> 00:01:19,579",9.360251,80.095759,123.035,11.94026800369238,0.0011647944706017442
